# Unique Id,DIST
649, 0.20
650, 0.20
651, 0.20
652, 0.20
653, 0.20
654, 0.20
655, 0.20
656, 0.20
657, 0.20
658, 0.20
659, 0.83
660, 0.83
661, 0.83
662, 0.83
663, 0.83
664, 0.83
665, 0.83
666, 0.83
667, 0.83
668, 0.83
669, 0.83
670, 0.20
671, 0.20
672, 0.20
673, 0.20
674, 0.20
675, 0.20
676, 0.20
677, 0.20
678, 0.20
679, 0.20
680, 0.20
681, 0.83
682, 0.83
683, 0.83
684, 0.83
685, 0.83
686, 0.83
687, 0.83
688, 0.83
689, 0.83
690, 0.83
691, 0.20
692, 0.20
693, 0.20
694, 0.20
695, 0.20
696, 0.20
697, 0.20
698, 0.20
699, 0.20
700, 0.20
701, 0.20
702, 0.20
703, 0.20
704, 0.83
705, 0.20
706, 0.20
707, 0.92
708, 0.20
709, 0.20
710, 0.20
711, 0.20
712, 0.20
713, 0.20
714, 0.20
715, 0.20
716, 0.20
717, 0.20
718, 0.20
719, 0.92
720, 0.83
721, 0.20
722, 0.20
723, 0.20
724, 0.20
725, 0.20
726, 0.20
727, 0.20
728, 0.20
729, 0.20
730, 0.20
731, 0.20
732, 0.20
733, 0.20
734, 0.20
735, 0.20
736, 0.83
737, 0.83
738, 0.20
739, 0.83
740, 0.83
741, 0.83
742, 0.20
743, 0.20
744, 0.20
745, 0.20
746, 0.20
747, 0.20
748, 0.20
749, 0.20
750, 0.20
751, 0.20
752, 0.20
753, 0.20
754, 0.83
755, 0.83
756, 0.83
757, 0.83
758, 0.83
759, 0.83
760, 0.83
761, 0.83
762, 0.20
763, 0.83
764, 0.83
765, 0.83
766, 0.83
767, 0.83
768, 0.83
769, 0.83
770, 0.20
771, 0.83
772, 0.83
773, 0.83
774, 0.83
775, 0.83
776, 0.83
777, 0.83
778, 0.83
779, 0.83
780, 0.20
781, 0.20
782, 0.20
783, 0.20
784, 0.83
785, 0.92
786, 0.92
787, 0.92
788, 0.20
789, 0.20
790, 0.20
791, 0.83
792, 0.83
793, 0.83
794, 0.83
795, 0.83
796, 0.83
797, 0.83
798, 0.83
799, 0.83
800, 0.83
801, 0.83
802, 0.83
803, 0.83
804, 0.83
805, 0.83
806, 0.83
807, 0.83
808, 0.83
809, 0.83
810, 0.83
811, 0.83
812, 0.83
813, 0.83
814, 0.83
815, 0.20
816, 0.92
817, 0.83
818, 0.83
819, 0.83
820, 0.83
821, 0.83
822, 0.83
823, 0.83
824, 0.83
825, 0.83
826, 0.83
827, 0.83
828, 0.83
829, 0.83
830, 0.83
831, 0.83
832, 0.83
833, 0.83
834, 0.83
835, 0.83
836, 0.83
837, 0.20
838, 0.83
839, 0.83
840, 0.83
841, 0.83
842, 0.83
843, 0.20
844, 0.20
845, 0.20
846, 0.20
847, 0.83
848, 0.83
849, 0.83
850, 0.83
851, 0.83
852, 0.83
853, 0.20
854, 0.20
855, 0.83
856, 0.83
857, 0.83
858, 0.83
859, 0.83
860, 0.83
861, 0.83
862, 0.83
863, 0.83
864, 0.83
865, 0.83
866, 0.83
867, 0.83
868, 0.83
869, 0.83
870, 0.83
871, 0.83
872, 0.83
873, 0.83
874, 0.83
875, 0.83
876, 0.83
877, 0.83
878, 0.83
879, 0.83
880, 0.20
881, 0.20
882, 0.20
883, 0.20
884, 0.20
885, 0.20
886, 0.20
887, 0.99
888, 0.86
889, 0.92
890, 0.20
891, 0.92
892, 0.92
893, 0.92
894, 0.92
895, 0.92
896, 0.83
897, 0.92
898, 0.83
899, 0.20
900, 0.86
901, 0.20
902, 0.20
903, 0.92
904, 0.83
905, 0.83
906, 0.83
907, 0.92
908, 0.99
909, 0.20
910, 0.83
911, 0.83
912, 0.83
913, 0.83
914, 0.83
915, 0.83
916, 0.83
917, 0.83
918, 0.83
919, 0.83
920, 0.83
921, 0.83
922, 0.83
923, 0.83
924, 0.83
925, 0.83
926, 0.83
927, 0.83
928, 0.83
929, 0.83
930, 0.83
931, 0.20
932, 0.83
933, 0.83
934, 0.83
935, 0.83
936, 0.83
937, 0.83
938, 0.83
939, 0.83
940, 0.83
941, 0.83
942, 0.20
943, 0.20
944, 0.20
945, 0.20
946, 0.20
947, 0.20
948, 0.20
949, 0.20
950, 0.20
951, 0.20
952, 0.20
953, 0.20
954, 0.20
955, 0.92
956, 0.20
957, 0.20
958, 0.20
959, 0.20
960, 0.99
961, 0.20
962, 0.20
963, 0.20
964, 0.00
965, 0.00
966, 0.83
967, 0.83
968, 0.20
969, 0.20
970, 0.20
971, 0.20
972, 0.20
973, 0.20
974, 0.20
975, 0.20
976, 0.20
977, 0.20
978, 0.20
979, 0.20
980, 0.20
981, 0.20
982, 0.20
983, 0.20
984, 0.20
985, 0.20
986, 0.20
987, 0.20
988, 0.83
989, 0.83
990, 0.83
991, 0.83
992, 0.83
993, 0.20
994, 0.20
995, 0.20
996, 0.20
997, 0.83
998, 0.83
999, 0.83
1000, 0.83
1001, 0.20
1002, 0.83
1003, 0.83
1004, 0.83
1005, 0.83
1006, 0.83
1007, 0.83
1008, 0.92
1009, 0.92
1010, 0.83
1011, 0.92
1012, 0.92
1013, 0.92
1014, 0.92
1015, 0.92
1016, 0.92
1017, 0.92
1018, 0.92
1019, 0.20
1020, 0.20
1021, 0.20
1022, 0.20
1023, 0.20
1024, 0.20
1025, 0.20
1026, 0.20
1027, 0.20
1028, 0.20
1029, 0.20
1030, 0.83
1031, 0.20
1032, 0.20
1033, 0.83
1034, 0.83
1035, 0.83
1036, 0.83
1037, 0.83
1038, 0.83
1039, 0.83
1040, 0.83
1041, 0.20
1042, 0.20
1043, 0.20
1044, 0.20
1045, 0.20
1046, 0.20
1047, 0.20
1048, 0.20
1049, 0.20
1050, 0.20
1051, 0.20
1052, 0.20
1053, 0.92
1054, 0.92
1055, 0.83
1056, 0.83
1057, 0.92
1058, 0.83
1059, 0.83
1060, 0.92
1061, 0.92
1062, 0.20
1063, 0.83
1064, 0.83
1065, 0.83
1066, 0.83
1067, 0.83
1068, 0.92
1069, 0.83
1070, 0.83
1071, 0.83
1072, 0.92
1073, 0.83
1074, 0.83
1075, 0.83
1076, 0.83
1077, 0.83
1078, 0.83
1079, 0.83
1080, 0.83
1081, 0.83
1082, 0.83
1083, 0.83
1084, 0.83
1085, 0.83
1086, 0.83
1087, 0.83
1088, 0.83
1089, 0.83
1090, 0.83
1091, 0.83
1092, 0.83
1093, 0.83
1094, 0.83
1095, 0.83
1096, 0.83
1097, 0.83
1098, 0.83
1099, 0.83
1100, 0.83
1101, 0.83
1102, 0.83
1103, 0.83
1104, 0.83
1105, 0.83
1106, 0.83
1107, 0.20
1108, 0.20
1109, 0.83
1110, 0.83
1111, 0.83
1112, 0.83
1113, 0.83
1114, 0.83
1115, 0.83
1116, 0.83
1117, 0.83
1118, 0.20
1119, 0.20
1120, 0.20
1121, 0.20
1122, 0.20
1123, 0.20
1124, 0.20
1125, 0.20
1126, 0.20
1127, 0.20
1128, 0.20
1129, 0.20
1130, 0.20
1131, 0.20
1132, 0.20
1133, 0.20
1134, 0.20
1135, 0.20
1136, 0.20
1137, 0.83
1138, 0.20
1139, 0.83
1140, 0.83
1141, 0.83
1142, 0.83
1143, 0.83
1144, 0.83
1145, 0.83
1146, 0.83
1147, 0.83
1148, 0.83
1149, 0.83
1150, 0.83
1151, 0.83
1152, 0.83
1153, 0.83
1154, 0.83
1155, 0.92
1156, 0.83
1157, 0.83
1158, 0.83
1159, 0.83
1160, 0.83
1161, 0.83
1162, 0.83
1163, 0.83
1164, 0.92
1165, 0.83
1166, 0.83
1167, 0.83
1168, 0.83
1169, 0.83
1170, 0.83
1171, 0.83
1172, 0.83
1173, 0.20
1174, 0.20
1175, 0.83
1176, 0.83
1177, 0.83
1178, 0.20
1179, 0.20
1180, 0.20
1181, 0.20
1182, 0.20
1183, 0.20
1184, 0.99
1185, 0.99
1186, 0.99
1187, 0.99
1188, 0.92
1189, 0.92
1190, 0.92
1191, 0.92
1192, 0.83
1193, 0.92
1194, 0.83
